name,division,date_fallen,description,english_name,image_url,location,job,tag,custom-number,formatted_fallen_date,rank
"סמ""ר איתן דב רוזנצוויג",חטיבת גבעתי,"נפל בט' בכסלו התשפ""ד (22 בנובמבר 2023)","סמ""ר איתן דב רוזנצוויג, מאלון שבות, לוחם בגדוד שקד שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Eitan Dov Rosenzweig z''l","סמ""ר איתן דב רוזנצוויג, מאלון שבות, לוחם בגדוד שקד שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Eitan Dov Rosenzweig z''l",https://idf.il/media/nijlzavz/איתן-דב-רוזנצוויג.jpeg,אלון שבות,לוחם בגדוד שקד שבחטיבת גבעתי,נפל בקרב בצפון רצועת עזה,21,2023-01-22,
לירון שניר,חטיבת גולני,"נפל בט' בכסלו התשפ""ד (21 בנובמבר 2023)","סרן לירון שניר, מעפרה, מפקד צוות בסיירת גולני, חטיבת גולני, נפל בקרב בצפון רצועת עזה, בן 25 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Liron Snir z""l",,https://idf.il/media/er0lyqv3/לירון-שניר.jpeg,עפרה,מפקד צוות בסיירת גולני,נפל בקרב בצפון רצועת עזה,25,2023-01-21,סרן
"סמ""ר איליה סנקין",חטיבת גבעתי,"נפל בז' בכסלו התשפ""ד (20 בנובמבר 2023)","סמ""ר איליה סנקין, מנוף הגליל, לוחם בגדוד רותם שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Ilya Senkin z""l",,https://idf.il/media/t50fae1t/איליה-סנקין.jpg,נוף הגליל,לוחם בגדוד רותם שבחטיבת גבעתי,נפל בקרב בצפון רצועת עזה,20,2023-01-20,
ארנון משה אברהם בנבניסטי וספי,חטיבת גבעתי,"נפל בז' בכסלו התשפ""ד (20 בנובמבר 2023)","סרן (במיל') ארנון משה אברהם בנבנסטי וספי, מיסוד המעלה, קצין לוחם בסיירת גבעתי שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה, בן 26 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain (res.) Arnon Moshe Avraham Benvenisti Vaspi z""l",,https://idf.il/media/duffgcai/ארנון-משה-אברהם-בנבינסטי-וספי.jpg,יסוד המעלה,קצין לוחם בסיירת גבעתי שבחטיבת גבעתי,נפל בקרב בצפון רצועת עזה,26,2023-01-20,סרן
"סמ""ר איתן דישון",חטיבת גבעתי,"נפל בז' בכסלו התשפ""ד (20 בנובמבר 2023)","סמ""ר איתן דישון, מירושלים, לוחם בסיירת גבעתי, חטיבת גבעתי, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Eytan Dishon z""l",,https://idf.il/media/bnbmn3cl/איתן-דישון.jpeg,ירושלים,לוחם בסיירת גבעתי,נפל בקרב בצפון רצועת עזה,21,2023-01-20,
"סמ""ר ינון תמיר",חטיבת הצנחנים,"נפל בו' בכסלו התשפ""ד (19 בנובמבר 2023)","סמ""ר ינון תמיר, מפרדס חנה-כרכור, לוחם בגדוד 890, חטיבת הצנחנים, נפל בקרב בצפון רצועת עזה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Yinon Tamir z""l",,https://idf.il/media/u0cfesmx/ינון-תמיר.jpeg,פרדס חנה-כרכור,לוחם בגדוד 890,נפל בקרב בצפון רצועת עזה,20,2023-01-19,
"סמ""ר דביר ברזני",חטיבת הצנחנים,"נפל בו' בכסלו התשפ""ד (19 בנובמבר 2023)","סמ""ר דביר ברזני, מירושלים, לוחם בגדוד 890, חטיבת הצנחנים, נפל בקרב בצפון רצועת עזה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Dvir Barazani z""l",,https://idf.il/media/5cgldtpv/whatsapp-image-2023-11-20-at-00-43-26_d85f752f.jpg,ירושלים,לוחם בגדוד 890,נפל בקרב בצפון רצועת עזה,20,2023-01-19,
"סמ""ר גל מיש",חטיבת גבעתי,"נפל בו' בכסלו התשפ""ד (19 בנובמבר 2023)","סמ""ר גל מישאלוף, ממודיען, לוחם בגדוד צבר, חטיבת גבעתי, נפל בקרב ברצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Gal Mishaelof z''l","סמ""ר גל מישאלוף, ממודיען, לוחם בגדוד צבר, חטיבת גבעתי, נפל בקרב ברצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Gal Mishaelof z''l",https://idf.il/media/hgypif3r/גל-מישאלוף.jpeg,מודיען,לוחם בגדוד צבר,נפל בקרב ברצועת עזה,21,2023-01-19,אלוף
אדיר פורטוגל,חטיבת גבעתי,"נפל בו' בכסלו התשפ""ד (19 בנובמבר 2023)","סרן (במיל') אדיר פורטוגל, ממזכרת בתיה, קצין בגדוד שקד, חטיבת גבעתי, נפל בקרב ברצועת עזה, בן 23 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן (במיל') לדרגת סרן (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain (res.) Adir Portugal z''l","סרן (במיל') אדיר פורטוגל, ממזכרת בתיה, קצין בגדוד שקד, חטיבת גבעתי, נפל בקרב ברצועת עזה, בן 23 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן (במיל') לדרגת סרן (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain (res.) Adir Portugal z''l",https://idf.il/media/kdha1tuj/אדיר-פורטוגל.jpeg,מזכרת בתיה,קצין בגדוד שקד,נפל בקרב ברצועת עזה,23,2023-01-19,סרן
"רס""ן  חן יהלום",חיל התותחנים,"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","רס""ן (במיל') חן יהלום, מכפר אז""ר, קצין בגדוד 8159 של חיל התותחנים, בן 34 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סרן (במיל') לדרגת רס""ן (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major (res.) Chen Yahalom z""l",,https://idf.il/media/14xdwm4q/חן-יהלום.jpeg,"כפר אז""ר",קצין בגדוד 8159 של חיל התותחנים,,34,2023-01-18,
"רס""ם  רני טחן",חטיבה 261,"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","רס""ם (במיל') רני טחן, משדה נחמיה, לוחם בחפ""ק מג""ד 8717, חטיבה 261, נפל בקרב בצפון רצועת עזה, בן 40 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Rani Tahan z''l","רס""ם (במיל') רני טחן, משדה נחמיה, לוחם בחפ""ק מג""ד 8717, חטיבה 261, נפל בקרב בצפון רצועת עזה, בן 40 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Rani Tahan z''l",https://idf.il/media/veobhxue/רן-טחן.jpg,שדה נחמיה,"לוחם בחפ""ק מג""ד 8717",נפל בקרב בצפון רצועת עזה,40,2023-01-18,
יקיר ביטון,חטיבה 261,"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","רס""ר (במיל') יקיר ביטון, מירושלים, לוחם בבגדוד 8717, חטיבה 261, נפל בקרב בצפון רצועת עזה, בן 34 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Yakir Biton z''l","רס""ר (במיל') יקיר ביטון, מירושלים, לוחם בבגדוד 8717, חטיבה 261, נפל בקרב בצפון רצועת עזה, בן 34 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Yakir Biton z''l",https://idf.il/media/jcuefxwt/יקיר-ביטון.jpeg,ירושלים,לוחם בבגדוד 8717,נפל בקרב בצפון רצועת עזה,34,2023-01-18,"רס""ר"
רועי ביבר,חיל ההנדסה הקרבית,"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","סרן (במיל') רועי ביבר, מצור משה, מפקד צוות ביחידת יהל""ם, נפל בקרב בצפון רצועת עזה, בן 28 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain (res.) Roey biber z''l","סרן (במיל') רועי ביבר, מצור משה, מפקד צוות ביחידת יהל""ם, נפל בקרב בצפון רצועת עזה, בן 28 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain (res.) Roey biber z''l",https://idf.il/media/gdroixea/רועי-ביבר.jpeg,צור משה,"מפקד צוות ביחידת יהל""ם",נפל בקרב בצפון רצועת עזה,28,2023-01-18,סרן
בנימין מאיר ארלי,חטיבת הצנחנים,"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","סמל בנימין מאיר ארלי, מבית שמש, לוחם בגדוד 101 שבחטיבת הצנחנים, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Binyamin Meir Airly z''l","סמל בנימין מאיר ארלי, מבית שמש, לוחם בגדוד 101 שבחטיבת הצנחנים, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Binyamin Meir Airly z''l",https://idf.il/media/dubjlitv/בנימין-מאיר-ארלי.jpeg,בית שמש,לוחם בגדוד 101 שבחטיבת הצנחנים,נפל בקרב בצפון רצועת עזה,21,2023-01-18,סמל
"רס""ן ג'מאל עבאס",חטיבת הצנחנים,"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","רס""ן ג'מאל עבאס, מפקיעין, מפקד פלוגה בגדוד 101 שבחטיבת הצנחנים, נפל בקרב ברצועת עזה, בן 23 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major Jamal Abbas z""l",,https://idf.il/media/q1sowmgr/ג-מאל-עבאעס.jpeg,פקיעין,מפקד פלוגה בגדוד 101 שבחטיבת הצנחנים,נפל בקרב ברצועת עזה,23,2023-01-18,
"סמ""ר שחר פרידמן",חטיבת הצנחנים,"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","סמ""ר שחר פרידמן, מירושלים, לוחם בגדוד 101, חטיבת הצנחנים, נפל בקרב ברצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Shachar Fridman z""l",,https://idf.il/media/gd1l544d/שחר-פרידמן.jpeg,ירושלים,לוחם בגדוד 101,נפל בקרב ברצועת עזה,21,2023-01-18,
"סמ""ר עדי מאלכ חרב","חטיבת הנח""ל","נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","סמ""ר עדי מאלכ חרב, מבית ג'ן, לוחם בסיירת נח""ל, חטיבת הנח""ל, נפל בקרב ברצועת עזה, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Adi Malik Harb z""l",,https://idf.il/media/05og4ao3/עדי-חרב.jpeg,בית ג'ן,"לוחם בסיירת נח""ל",נפל בקרב ברצועת עזה,19,2023-01-18,
עדן פרוביזור,עוצבת עקבות הברזל (401),"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","סרן עדן פרוביזור, מאלפי מנשה, מפקד מחלקה בגדוד 52 שבעוצבת 'עקבות הברזל' (401), נפל בקרב ברצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Eden Provisor z""l",,https://idf.il/media/q40e3r5o/עדן-פרוביזור.jpeg,אלפי מנשה,מפקד מחלקה בגדוד 52 שבעוצבת 'עקבות הברזל' (401),נפל בקרב ברצועת עזה,21,2023-01-18,סרן
"סמ""ר שלמה גורטובניק",עוצבת עקבות הברזל (401),"נפל בה' בכסלו התשפ""ד (18 בנובמבר 2023)","סמ""ר שלמה גורטובניק, ממודיעין-מכבים-רעות, חובש קרבי בגדוד 46, עוצבת 'עקבות הברזל' (401), נפל בקרב ברצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Shlomo Gurtovnik z""l",,https://idf.il/media/otfjlm55/שלמה-גורטובניק.jpeg,מודיעין-מכבים-רעות,חובש קרבי בגדוד 46,נפל בקרב ברצועת עזה,21,2023-01-18,
"רס""ם  דוד (דודי) דגמי",חטיבה דרומית,"נפל בכ""ג במרחשוון התשפ""ד (07 בנובמבר 2023)","רס""ר (במיל') דוד דגמי, מראשון לציון, פרמדיק בחטיבה הדרומית באוגדת עזה, בן 43 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רס""ר לדרגת רס""ם לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) David (Dudi) Digmi z""l",,https://idf.il/media/22gnhumi/דוד-דגמי.jpeg,ראשון לציון,פרמדיק בחטיבה הדרומית באוגדת עזה,,43,2023-01-07,
"רב""ט אברהם פטנה",חיל המשטרה הצבאית,"נפל בג' בכסלו התשפ""ד (16 בנובמבר 2023)","רב״ט אברהם פטנה, מחיפה, לוחם בגדוד ארז, חיל המשטרה הצבאית, נפל בפיגוע במחסום המנהרות בירושלים, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת טוראי לדרגת רב""ט לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Corporal Avraham Fetena z""l",,https://idf.il/media/qpxjkhdc/אברהם-פטנה.jpeg,חיפה,לוחם בגדוד ארז,נפל בפיגוע במחסום המנהרות בירושלים,20,2023-01-16,
שלמה בן נון,חטיבת הצנחנים,"נפל בג' בכסלו התשפ""ד (16 בנובמבר 2023)","סרן שלמה בן נון, ממודיעין, סגן מפקד פלוגה בגדוד 202, חטיבת הצנחנים, נפל במהלך פעילות מבצעית בצפון רצועת עזה, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Shlomo Ben Nun z""l",,https://idf.il/media/v4xkh35c/שלמה-בן-נון.jpeg,מודיעין,סגן מפקד פלוגה בגדוד 202,נפל במהלך פעילות מבצעית בצפון רצועת עזה,22,2023-01-16,סרן
כפיר יצחק פרנקו,עוצבת עקבות הברזל (401),"נפל בב' בכסלו התשפ""ד (15 בנובמבר 2023)","סרן כפיר יצחק פרנקו, מירושלים, מפקד מחלקה בגדוד 52 שבעוצבת 'עקבות הברזל' (401), נפל בקרב בצפון רצועת עזה, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Kfir Itzhak Franco z""l",,https://idf.il/media/vj1nsm1j/כפיר-יצחק-פרנקו.jpg,ירושלים,מפקד מחלקה בגדוד 52 שבעוצבת 'עקבות הברזל' (401),נפל בקרב בצפון רצועת עזה,22,2023-01-15,סרן
אסף מסטר,חיל ההנדסה הקרבית,"נפל בב' בכסלו התשפ""ד (15 בנובמבר 2023)","סרן אסף מסטר, מקיבוץ בחן, מפקד מחלקה בגדוד הנדסה 601 שבעוצבת 'עקבות הברזל' (401), נפל בקרב בצפון רצועת עזה, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Asaf Master z""l",,https://idf.il/media/1yzmfmkb/אסף-מסטר.jpg,קיבוץ בחן,מפקד מחלקה בגדוד הנדסה 601 שבעוצבת 'עקבות הברזל' (401),נפל בקרב בצפון רצועת עזה,22,2023-01-15,סרן
"רס""ן  עמרי יוסף דוד",חטיבת הנגב (12),"נפל בא' בכסלו התשפ""ד (14 בנובמבר 2023)","רס""ן (במיל') עמרי יוסף דוד, מכרמיאל, סגן מפקד פלוגה בגדוד 9217 שבחטיבת הנגב (12), נפל בקרב בצפון רצועת עזה, בן 27 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain (res.) Omri Yosef David z""l",,https://idf.il/media/pdwhbpss/עומרי-יוסף-דוד.jpeg,כרמיאל,סגן מפקד פלוגה בגדוד 9217 שבחטיבת הנגב (12),נפל בקרב בצפון רצועת עזה,27,2023-01-14,
ידידיה אשר לב,חטיבת גבעתי,"נפל בא' בכסלו התשפ""ד (14 בנובמבר 2023)","סרן ידידיה אשר לב, מטל מנשה, סגן מפקד פלוגה בגדוד שקד שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה, בן 26 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Yedidya Asher Lev z""l",,https://idf.il/media/p2obpazg/ידידיה-אשר-לב.jpeg,טל מנשה,סגן מפקד פלוגה בגדוד שקד שבחטיבת גבעתי,נפל בקרב בצפון רצועת עזה,26,2023-01-14,סרן
רז אבולעפיה,חטיבת הנגב (12),"נפל בכ""ט במרחשוון התשפ""ד (13 בנובמבר 2023)","רס״ר (במיל') רז אבולעפיה, מרשפון, לוחם בגדוד 6863, חטיבת הנגב (12), נפל בקרב בצפון רצועת עזה, בן 27 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Raz Abulafia z""l",,https://idf.il/media/oqbimguw/רז-אבולעפיה.jpeg,רשפון,לוחם בגדוד 6863,נפל בקרב בצפון רצועת עזה,27,2023-01-13,"רס""ר"
"סמ""ר רועי מרום","חטיבת ביסל""ח (828)","נפל בכ""ט במרחשוון התשפ""ד (13 בנובמבר 2023)","סמ״ר רועי מרום, מרעננה, מפקד כיתה בגדוד 906,חטיבת ביסל״ח, שירת כלוחם בסיירת חרוב, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Roei Marom z""l",,https://idf.il/media/ux5dvjxg/רועי-מרום.jpeg,רעננה,מפקד כיתה בגדוד 906,נפל בקרב בצפון רצועת עזה,21,2023-01-13,
"רס""ן יששכר נתן",עוצבת הקומנדו,"נפל בכ""ח במרחשוון התשפ""ד (12 בנובמבר 2023)","רס""ן יששכר נתן, מקריית מלאכי, קצין לוחם ביחידת מגלן, עוצבת הקומנדו, נפל בקרב בצפון רצועת עזה, בן 28 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major Isachar Natan z""l",,https://idf.il/media/jiqkrk3f/יששכר-נתן.jpeg,קריית מלאכי,קצין לוחם ביחידת מגלן,נפל בקרב בצפון רצועת עזה,28,2023-01-12,
"סמ""ר איתי שהם",עוצבת הקומנדו,"נפל בכ""ח במרחשוון התשפ""ד (12 בנובמבר 2023)","סמ""ר איתי שהם, מראש העין, לוחם ביחידת אגוז, עוצבת הקומנדו, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Itay Shoham z""l",,https://idf.il/media/gnpkxijy/איתי-שהם.jpeg,ראש העין,לוחם ביחידת אגוז,נפל בקרב בצפון רצועת עזה,21,2023-01-12,
נתנאל (נתי) הרוש,חטיבת גבעתי,"נפל בכ""ו במרחשוון התשפ""ד (10 בנובמבר 2023)","רס""ר (במיל') נתנאל (נתי) הרוש, מירושלים, לוחם ביחידת הסיוע המנהלתי 5084, חטיבת גבעתי, נפל במהלך פעילות מבצעית בצפון רצועת עזה, בן 34 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Netanel (Nati) Harush z""l",,https://idf.il/media/vzlopply/נתנאל-נתי-הרוש.jpg,ירושלים,לוחם ביחידת הסיוע המנהלתי 5084,נפל במהלך פעילות מבצעית בצפון רצועת עזה,34,2023-01-10,"רס""ר"
סרגיי שמרקין,עוצבת חצי האש (551),"נפל בכ""ו במרחשוון התשפ""ד (10 בנובמבר 2023)","רס""ר (במיל') סרגיי שמרקין, מקריית שמונה, לוחם בגדוד 697 שבחטיבה 551, נפל בקרב בצפון רצועת עזה, בן 32 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Sergey Shmerkin z""l",,https://idf.il/media/hxud20ps/סרגיי-שמרקין.jpeg,קריית שמונה,לוחם בגדוד 697 שבחטיבה 551,נפל בקרב בצפון רצועת עזה,32,2023-01-10,"רס""ר"
"רס""ם  יוסף חיים (יוסי) הרשקוביץ",עוצבת חצי האש (551),"נפל בכ""ו במרחשוון התשפ""ד (10 בנובמבר 2023)","רס""ם (במיל') , יוסף חיים (יוסי) הרשקוביץ, מגבעות, לוחם בגדוד 697 שבחטיבה 551, נפל בקרב בצפון רצועת עזה, בן 44 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Yossi Hershkovitz z""l",,https://idf.il/media/r52b3ltv/יוסף-חיים-יוסי-הרשקוביץ.jpeg,יוסף חיים (יוסי) הרשקוביץ,מגבעות,נפל בקרב בצפון רצועת עזה,44,2023-01-10,
"רס""ן  משה ידידיה לייטר",עוצבת חצי האש (551),"נפל בכ""ו במרחשוון התשפ""ד (10 בנובמבר 2023)","רס""ן (במיל') משה ידידיה לייטר, מעין צורים, מ""פ בגדוד 697 שבחטיבה 551, שירת כמפקד פלגה ביחידת שלדג, נפל בקרב בצפון רצועת עזה, בן 39 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major (res.) Moshe Yedidyah Leiter z""l",,https://idf.il/media/vwbpcp2c/משה-לייטר.jpeg,עין צורים,"מ""פ בגדוד 697 שבחטיבה 551",נפל בקרב בצפון רצועת עזה,39,2023-01-10,
מתן מאיר,עוצבת חצי האש (551),"נפל בכ""ו במרחשוון התשפ""ד (10 בנובמבר 2023)","רס""ר (במיל') מתן מאיר, מאודם, לוחם בגדוד 697 שבחטיבה 551, נפל בקרב בצפון רצועת עזה, בן 38 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Matan Meir z""l",,https://idf.il/media/asllwlms/מתן-מאיר.jpeg,אודם,לוחם בגדוד 697 שבחטיבה 551,נפל בקרב בצפון רצועת עזה,38,2023-01-10,"רס""ר"
"סמ""ר יהונתן יצחק סמו",חטיבת הצנחנים,"נפל בכ""ו במרחשוון התשפ""ד (10 בנובמבר 2023)","סמ""ר יהונתן יצחק סמו, מכרמי צור, לוחם בגדוד 202, בחטיבת הצנחנים, נפטר מפצעיו לאחר שנפצע בקרב במרכז רצועת עזה ב-8.11.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Yehonatan Yitzchak Samo z""l",,https://idf.il/media/w3qpsegj/יהונתן-יצחק-סמו.jpeg,כרמי צור,לוחם בגדוד 202,,0,2023-01-10,
"סמ""ר גילעד רוזנבליט",עוצבת עקבות הברזל (401),"נפל בכ""ו במרחשוון התשפ""ד (10 בנובמבר 2023)","סמ""ר גילעד רוזנבליט, מגניגר, חובש קרבי בגדוד 52 שבעוצבת 'עקבות הברזל' (401), נפל במהלך פעילות מבצעית בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Staff sergeant Gilad Rozenblit z""l",,https://idf.il/media/hzul0jgt/גלעד-רוזנבליט.jpeg,גניגר,חובש קרבי בגדוד 52 שבעוצבת 'עקבות הברזל' (401),נפל במהלך פעילות מבצעית בצפון רצועת עזה,21,2023-01-10,
רוני אשל,חיל הגנת הגבולות,"נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל רוני אשל, מצור יצחק, תצפיתנית בגדוד 414, חיל הגנת הגבולות, בת 19 בנופלה.

הודעה נמסרה למשפחתה.

הועלתה מדרגת רב""ט לדרגת סמל לאחר מותה.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Roni Eshel z""l",,https://idf.il/media/vbfczry5/רוני-אשל.jpeg,צור יצחק,תצפיתנית בגדוד 414,,19,2023-01-07,סמל
דב משה (דובי) כוגן,יחידת שלדג,"נפל בכ""ה במרחשוון התשפ""ד (09 בנובמבר 2023)","רס""ר (במיל') דב משה (דובי) כוגן, מנוב, לוחם ביחידת שלדג, נפל בקרב בעומק רצועת עזה, בן 32 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Dov Moshe Kogan z""l",,https://idf.il/media/3wpl1ivd/דב-משה-דובי-כוגן.jpeg,נוב,לוחם ביחידת שלדג,נפל בקרב בעומק רצועת עזה,32,2023-01-09,"רס""ר"
